5.58524, 7.57649, 7.47936, 5.53667, 5.24526, 5.1967, 5.1967, 6.21661, 7.7222, 3.78825, 5.43953, 7.43079, 9.66489, 4.46819, 7.47936, 5.051, 5.24526, 4.37105, 9.42205, 2.3798
4.71102, 5.87664, 7.09082, 6.21661, 5.43953, 5.39097, 5.82807, 3.64254, 8.35357, 6.07091, 4.71102, 2.3798, 2.3798, 3.54541, 4.75959, 6.45945, 9.71345, 9.95629, 4.90529, 9.81059
4.90529, 6.02234, 5.3424, 6.79942, 6.21661, 3.93395, 4.95386, 6.41088, 5.29383, 5.58524, 4.56532, 6.41088, 3.88538, 10.3448, 8.35357, 6.60515, 4.17678, 6.79942, 8.69354, 4.32249
5.7795, 3.73968, 3.64254, 8.35357, 3.39971, 7.28509, 7.7222, 4.80816, 5.09956, 3.20544, 4.12822, 7.52793, 3.54541, 8.98494, 7.09082, 8.11073, 5.82807, 10.3934, 8.06217, 5.00243
5.73094, 5.97377, 6.26518, 6.26518, 5.53667, 5.58524, 3.98252, 5.87664, 4.51676, 10.8305, 7.23652, 7.91646, 5.29383, 5.43953, 8.40214, 4.17678, 5.39097, 3.73968, 3.69111, 4.46819,
